시도,시군구,읍면동,상세주소,특수지명,블록,로트,건물명,동명,통계용도,대지면적(㎡),건축면적(㎡),연면적(㎡),지하층수(층),지상층수(층),허가일자,착공일자,사용승인일자,동용도
부산광역시,기장군,일광면 화전리,301-2,,,,,,주거용 > 단독주택 > 단독주택,0,75.24,75.24,0,1,,,1980,단독주택
부산광역시,기장군,일광면 화전리,302,,,,,,주거용 > 단독주택 > 단독주택,112.3,51.51,51.51,0,0,2001-12-26,2002-01-02,2002-02-06,단독주택
부산광역시,기장군,일광면 화전리,305-2,,,,,,주거용 > 단독주택 > 단독주택,1416.86,146.27,144.55,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 화전리,306,,,,,,주거용 > 단독주택 > 단독주택,1062,147.38,214.32,0,2,1995-02-21,,1995-05-03,단독주택
부산광역시,기장군,일광면 화전리,307,,,,,,주거용 > 단독주택 > 단독주택,0,61.45,61.45,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 화전리,312,,,,,,주거용 > 단독주택 > 단독주택,152,74.59,74.59,0,1,1990-03-07,1990-04-09,1998-05-20,단독주택
부산광역시,기장군,일광면 화전리,313-1,,,,,,주거용 > 단독주택 > 단독주택,557.18,84.13,84.13,0,1,2002-01-22,2002-04-01,2002-07-05,단독주택
부산광역시,기장군,일광면 화전리,314,,,,,,주거용 > 단독주택 > 단독주택,231,86.12,86.12,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 화전리,315,,,,A동,,주거용 > 단독주택 > 단독주택,0,62.39,62.39,0,1,2001-11-09,2001-11-19,2002-01-02,단독주택
부산광역시,기장군,일광면 화전리,315,,,,B동,,주거용 > 단독주택 > 단독주택,0,4.95,4.95,0,1,2001-11-09,2001-11-19,2002-01-02,단독주택
부산광역시,기장군,일광면 화전리,318-1,,,,,,주거용 > 단독주택 > 단독주택,0,104.13,104.13,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 화전리,318-2,,,,,,주거용 > 단독주택 > 단독주택,0,77.54,77.54,0,1,,,1985-01-31,단독주택
부산광역시,기장군,일광면 화전리,322-3,,,,,,주거용 > 단독주택 > 단독주택,410,158.01,206.63,1,2,,,1977,단독주택
부산광역시,기장군,일광면 화전리,328-2,,,,,,주거용 > 단독주택 > 단독주택,714,182.61,161.97,0,1,1993-10-11,1993-11-20,1994-01-18,단독주택
부산광역시,기장군,일광면 화전리,330,,,,,,주거용 > 단독주택 > 단독주택,800,98.72,98.72,0,1,1985-11-21,,1986-02-27,단독주택
부산광역시,기장군,일광면 화전리,332,,,,,,주거용 > 단독주택 > 단독주택,275.15,134.02,204.07,0,2,1994-11-10,1994-12-16,1995-01-27,단독주택
부산광역시,기장군,일광면 화전리,341,,,,,,주거용 > 단독주택 > 단독주택,328,132.08,229.93,1,1,1998-10-02,1998-10-14,2000-01-04,단독주택
부산광역시,기장군,일광면 화전리,462,,,,,,주거용 > 단독주택 > 단독주택,372.04,107.52,98.88,0,1,1991-11-12,1991-12-11,1992-05-11,단독주택
부산광역시,기장군,일광면 화전리,466,,,,,,주거용 > 단독주택 > 단독주택,627,95.46,95.46,0,1,2000-02-11,2000-02-25,2000-07-31,단독주택
부산광역시,기장군,일광면 화전리,467,,,,,,주거용 > 단독주택 > 단독주택,447,83.03,83.03,0,1,1997-04-28,1997-05-16,1997-10-08,단독주택
부산광역시,기장군,일광면 화전리,468,,,,,,주거용 > 단독주택 > 단독주택,618,99.63,97.35,0,1,,2002-05-27,2002-10-31,단독주택
부산광역시,기장군,일광면 화전리,469-1,,,,,,주거용 > 단독주택 > 단독주택,0,58.25,58.25,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 화전리,471,,,,,,주거용 > 단독주택 > 단독주택,163,81.56,81.56,0,1,1997-03-10,,1998-12-29,단독주택
부산광역시,기장군,일광면 화전리,473-2,,,,,,주거용 > 단독주택 > 단독주택,524,75.88,74.28,0,1,,,1951-04-01,단독주택
부산광역시,기장군,일광면 화전리,476-5,,,,,,주거용 > 단독주택 > 단독주택,199,105.66,99.81,0,1,1994-04-12,1994-04-20,1994-09-13,단독주택
부산광역시,기장군,일광면 화전리,477,,,,,,주거용 > 단독주택 > 단독주택,303.81,138.56,127.87,0,2,1997-07-28,1997-07-29,1998-04-01,단독주택
부산광역시,기장군,일광면 화전리,482,,,,,,주거용 > 단독주택 > 단독주택,251,112.98,112.98,0,1,1996-04-10,1996-04-12,1996-08-14,단독주택
부산광역시,기장군,일광면 화전리,484,,,,,,주거용 > 단독주택 > 단독주택,0,88.49,88.49,0,1,,,1962-02-06,단독주택
부산광역시,기장군,일광면 화전리,490-1,,,,,,주거용 > 단독주택 > 단독주택,0,93.23,93.23,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 화전리,493-1,,,,,,주거용 > 단독주택 > 단독주택,443,72.89,99.89,0,2,1995-02-21,1995-03-11,1995-06-12,단독주택
부산광역시,기장군,일광면 화전리,501-2,,,,,,주거용 > 단독주택 > 단독주택,294,145.2,145.2,0,1,1997-05-13,1997-05-19,1997-10-13,단독주택
부산광역시,기장군,일광면 화전리,503-1,,,,,,주거용 > 단독주택 > 단독주택,0,31.47,31.47,0,1,,,1949-03-30,단독주택
부산광역시,기장군,일광면 화전리,514-1,,,,,,주거용 > 단독주택 > 단독주택,0,26.31,26.31,0,1,,,1949-12-08,단독주택
부산광역시,기장군,일광면 화전리,516,,,,,,주거용 > 단독주택 > 단독주택,159,49.5,49.5,0,1,1994-10-31,,,단독주택
부산광역시,기장군,일광면 화전리,519,,,,,,주거용 > 단독주택 > 단독주택,0,107.97,107.97,0,1,,,1965-04-08,단독주택
부산광역시,기장군,일광면 화전리,520-1,,,,,,주거용 > 단독주택 > 단독주택,295,116.07,177.27,0,2,1996-08-22,199608,,단독주택
부산광역시,기장군,일광면 화전리,524,,,,,,주거용 > 단독주택 > 단독주택,0,99.2,171.05,1,1,,,1990-11-09,단독주택
부산광역시,기장군,일광면 화전리,526-2,,,,,,주거용 > 단독주택 > 단독주택,0,62.42,62.42,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 화전리,526-3,,,,,,주거용 > 단독주택 > 단독주택,344.59,131.31,131.31,0,1,1994-10-10,199411,1996-12-07,단독주택
부산광역시,기장군,일광면 화전리,산 28-1,,,,,,주거용 > 단독주택 > 단독주택,0,20.07,20.07,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 화전리,537-12,,,,,,주거용 > 단독주택 > 단독주택,1211,123.38,137.48,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 화전리,64-1,,,,,,주거용 > 단독주택 > 단독주택,0,0,23.07,0,1,,,1957-02-06,단독주택
부산광역시,기장군,일광면 화전리,64-1,,,,,,주거용 > 단독주택 > 단독주택,0,0,20.26,0,1,,,1954-05-03,단독주택
부산광역시,기장군,일광면 횡계리,14,,,,,,주거용 > 단독주택 > 단독주택,588,128.07,128.07,0,1,1992-04-22,1992-05-19,1992-07-29,단독주택
부산광역시,기장군,일광면 횡계리,16,,,,,,주거용 > 단독주택 > 단독주택,0,119.03,119.03,0,1,,,1940-03-16,단독주택
부산광역시,기장군,일광면 횡계리,17,,,,,,주거용 > 단독주택 > 단독주택,0,33.16,33.16,0,1,,,1958,단독주택
부산광역시,기장군,일광면 횡계리,20,,,,B동,,주거용 > 단독주택 > 단독주택,0,58,58,0,1,1996-12-26,2001-11-02,2001-12-21,단독주택
부산광역시,기장군,일광면 횡계리,71,,,,,,주거용 > 단독주택 > 단독주택,386,136.12,99.2,0,1,1997-10-16,1997-10-24,1998-03-10,단독주택
부산광역시,기장군,일광면 횡계리,75-2,,,,,,주거용 > 단독주택 > 단독주택,0,28.79,28.79,0,1,,,197004,단독주택
부산광역시,기장군,일광면 횡계리,87-1,,,,,,주거용 > 단독주택 > 단독주택,129,69.39,97.55,0,1,1997-06-21,1997-10-29,1997-12-10,단독주택
부산광역시,기장군,일광면 횡계리,87-2,,,,,,주거용 > 단독주택 > 단독주택,0,72.43,72.43,0,1,,,1967-04-20,단독주택
부산광역시,기장군,일광면 횡계리,146,,,,,,주거용 > 단독주택 > 단독주택,0,52.36,52.36,0,1,,,1953-02-10,단독주택
부산광역시,기장군,일광면 횡계리,147,,,,,,주거용 > 단독주택 > 단독주택,0,90.24,114.84,0,2,,,1975,단독주택
부산광역시,기장군,일광면 횡계리,147,,,,,,주거용 > 단독주택 > 단독주택,0,35.55,35.55,0,1,1999-12-13,1999-12-21,2000-01-31,단독주택
부산광역시,기장군,일광면 횡계리,148,,,,,,주거용 > 단독주택 > 단독주택,0,49.26,49.26,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 횡계리,151-1,,,,,,주거용 > 단독주택 > 단독주택,0,59.67,59.67,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 횡계리,154,,,,,,주거용 > 단독주택 > 단독주택,0,87.25,76.11,0,1,1991-09-12,,1991-12-02,단독주택
부산광역시,기장군,일광면 횡계리,158-2,,,,,,주거용 > 단독주택 > 단독주택,0,65.46,65.46,0,1,,,1959-02-10,단독주택
부산광역시,기장군,일광면 횡계리,160-1,,,,,,주거용 > 단독주택 > 단독주택,0,64.36,64.36,0,1,,,1959-02-10,단독주택
부산광역시,기장군,일광면 횡계리,191,,,,,,주거용 > 단독주택 > 단독주택,0,46.67,46.67,0,1,,,1941-04-01,단독주택
부산광역시,기장군,기장읍 동부리,395-6,,,,,,주거용 > 단독주택 > 다가구주택,160,91.22,251.8,0,4,2002-02-26,2002-03-05,2002-07-15,단독주택
부산광역시,기장군,일광면 횡계리,198,,,,,,주거용 > 단독주택 > 단독주택,0,62.03,62.03,0,1,,,1957-01-04,단독주택
부산광역시,기장군,일광면 횡계리,200-2,,,,,,주거용 > 단독주택 > 단독주택,0,37.19,37.19,0,1,,,1959-02-10,단독주택
부산광역시,기장군,일광면 횡계리,236,,,,,제1동,주거용 > 단독주택 > 단독주택,0,97.11,80.88,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 횡계리,238,,,,,,주거용 > 단독주택 > 단독주택,0,25.62,25.62,0,1,1957-07-06,,,단독주택
부산광역시,기장군,일광면 횡계리,238,,,,,,주거용 > 단독주택 > 단독주택,0,82.5,82.5,0,1,1997-01-13,1997-01-14,1999-04-29,단독주택
부산광역시,기장군,일광면 횡계리,255-2,,,,,,주거용 > 단독주택 > 단독주택,265,137.54,132.54,0,1,1997-12-29,1998-02-04,1998-09-01,단독주택
부산광역시,기장군,일광면 횡계리,산 5-1,,,,,,주거용 > 단독주택 > 단독주택,0,125.16,125.16,0,1,,,1989-10-17,단독주택
부산광역시,기장군,일광면 용천리,5,,,,,,주거용 > 단독주택 > 단독주택,0,21.65,21.65,0,1,,,1977,단독주택
부산광역시,기장군,일광면 용천리,11,,,,,,주거용 > 단독주택 > 단독주택,0,19.41,19.41,0,1,,,1969-05-07,단독주택
부산광역시,기장군,일광면 용천리,12,,,,,,주거용 > 단독주택 > 단독주택,0,32.46,32.46,0,1,,,1957-01-02,단독주택
부산광역시,기장군,일광면 용천리,14,,,,,,주거용 > 단독주택 > 단독주택,0,19.27,19.27,0,1,,,1942-02-01,단독주택
부산광역시,기장군,일광면 용천리,14-1,,,,,,주거용 > 단독주택 > 단독주택,0,121.53,121.53,0,1,1990-07-03,,1991-02-11,단독주택
부산광역시,기장군,일광면 용천리,14-2,,,,,,주거용 > 단독주택 > 단독주택,0,29.22,29.22,0,1,,,1949-02-20,단독주택
부산광역시,기장군,일광면 용천리,19,,,,,,주거용 > 단독주택 > 단독주택,0,72.66,72.66,0,1,,,1936,단독주택
부산광역시,기장군,일광면 용천리,88-2,,,,,,주거용 > 단독주택 > 단독주택,119,68.48,66.73,0,1,1964,,,단독주택
부산광역시,기장군,일광면 용천리,88-3,,,,,,주거용 > 단독주택 > 단독주택,533,137.72,137.72,0,1,1991-09-27,,1992-03-20,단독주택
부산광역시,기장군,일광면 용천리,117-1,,,,,,주거용 > 단독주택 > 단독주택,0,59.8,59.8,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 용천리,117-2,,,,,,주거용 > 단독주택 > 단독주택,0,106.39,106.393,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 용천리,117-2,,,,,,주거용 > 단독주택 > 단독주택,522,80.3,80.3,0,1,1994-05-11,,1994-12-10,단독주택
부산광역시,기장군,일광면 용천리,119,,,,,,주거용 > 단독주택 > 단독주택,225,120.55,120.55,0,1,1994-06-20,,1994-09-13,단독주택
부산광역시,기장군,일광면 용천리,132,,,,,,주거용 > 단독주택 > 단독주택,347,111.47,111.47,0,1,1993-08-23,1993,1993-12-30,단독주택
부산광역시,기장군,일광면 용천리,200,,,,,,주거용 > 단독주택 > 단독주택,565,195.56,180.5,0,1,1993-02-09,1993-04-12,1995-05-31,
부산광역시,기장군,일광면 용천리,203-2,,,,,,주거용 > 단독주택 > 단독주택,0,92.56,92.56,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 동부리,395-23,,,,,,주거용 > 단독주택 > 다가구주택,166.9,80.18,139.05,0,2,,,2001-11-27,단독주택
부산광역시,기장군,일광면 용천리,246,,,,,,주거용 > 단독주택 > 단독주택,0,42.05,42.05,0,1,,,1949-03-30,단독주택
부산광역시,기장군,일광면 용천리,247-1,,,,,,주거용 > 단독주택 > 단독주택,0,57.09,57.09,0,1,,,1949-03-30,단독주택
부산광역시,기장군,일광면 용천리,253,,,,,,주거용 > 단독주택 > 단독주택,0,36.89,36.89,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 용천리,254,,,,,,주거용 > 단독주택 > 단독주택,668,174.14,174.14,0,1,1991-11-11,1991-11-22,1992-02-17,단독주택
부산광역시,기장군,일광면 용천리,255,,,,,,주거용 > 단독주택 > 단독주택,0,86.35,86.35,0,1,,,1963-07-02,단독주택
부산광역시,기장군,일광면 용천리,257,,,,,,주거용 > 단독주택 > 단독주택,0,0,40.96,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 용천리,259,,,,,,주거용 > 단독주택 > 단독주택,218,123.3,208.85,0,3,2001-06-09,2001-06-26,2001-12-13,단독주택
부산광역시,기장군,일광면 용천리,261-1,,,,,,주거용 > 단독주택 > 단독주택,595,158.93,155.73,0,1,1994-11-16,,1994-12-17,단독주택
부산광역시,기장군,일광면 용천리,262-1,,,,,,주거용 > 단독주택 > 단독주택,0,43.41,43.41,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 용천리,264,,,,,,주거용 > 단독주택 > 단독주택,0,0,68.93,0,1,,,1970,단독주택
부산광역시,기장군,일광면 용천리,267,,,,,,주거용 > 단독주택 > 단독주택,0,67.1,67.1,0,1,,,1957-08-10,단독주택
부산광역시,기장군,일광면 용천리,269,,,,,주1동,주거용 > 단독주택 > 단독주택,489,47.42,47.42,0,1,,,1960-02-10,단독주택
부산광역시,기장군,일광면 용천리,277,,,,,,주거용 > 단독주택 > 단독주택,0,66.15,66.15,0,1,,,1981-07-12,단독주택
부산광역시,기장군,일광면 용천리,278,,,,,,주거용 > 단독주택 > 단독주택,0,66.15,66.15,0,1,1991-05-10,,1991-09-12,단독주택
부산광역시,기장군,일광면 용천리,284,,,,,,주거용 > 단독주택 > 단독주택,337,85.2,85.2,0,1,2000-07-05,2000-07-19,2000-11-18,단독주택
부산광역시,기장군,일광면 용천리,285,,,,,,주거용 > 단독주택 > 단독주택,312,123.71,120.21,0,1,1997-09-22,1997-09-24,1998-04-29,단독주택
부산광역시,기장군,기장읍 동부리,396-2,,,,,,주거용 > 단독주택 > 단독주택,198.2,87.77,83.32,0,1,2000-11-14,2000-11-22,2001-02-15,단독주택
부산광역시,기장군,일광면 용천리,289,,,,,,주거용 > 단독주택 > 단독주택,84,18,18,0,1,,,,단독주택
부산광역시,기장군,일광면 용천리,367-1,,,,,,주거용 > 단독주택 > 단독주택,0,67.6,67.6,0,1,,,1959-05-05,단독주택
부산광역시,기장군,일광면 용천리,369,,,,,,주거용 > 단독주택 > 단독주택,0,39.52,79.04,0,2,,,199312,단독주택
부산광역시,기장군,기장읍 동부리,396-3,,,,,,주거용 > 단독주택 > 단독주택,137,51.94,51.94,0,1,2000-09-30,2000-10-04,2001-01-04,단독주택
부산광역시,기장군,일광면 용천리,411-1,,,,,,주거용 > 단독주택 > 단독주택,331,80.19,80.19,0,1,1992-09-09,,1993-05-26,단독주택
부산광역시,기장군,일광면 용천리,412,,,,,,주거용 > 단독주택 > 단독주택,575,81.36,81.36,0,1,2000-09-08,2000-11-24,2001-03-12,단독주택
부산광역시,기장군,일광면 용천리,424,,,,,,주거용 > 단독주택 > 단독주택,0,93.64,93.64,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 용천리,425,,,,,,주거용 > 단독주택 > 단독주택,0,84.36,84.36,0,1,,,1955,단독주택
부산광역시,기장군,일광면 용천리,426,,,,1동,,주거용 > 단독주택 > 단독주택,0,132.81,162.79,0,2,2001-12-11,2001-12-18,2002-05-27,단독주택
부산광역시,기장군,일광면 용천리,426,,,,2동,,주거용 > 단독주택 > 단독주택,0,30,30,0,1,2001-12-11,2001-12-18,2002-05-27,단독주택
부산광역시,기장군,일광면 용천리,436-2,,,,,,주거용 > 단독주택 > 단독주택,0,42.12,42.12,0,1,,,1941-04-01,단독주택
부산광역시,기장군,기장읍 동부리,396-5,,,,,,주거용 > 단독주택 > 단독주택,107.5,61.88,114.8,0,2,2000-05-15,2000-05-29,2000-07-14,단독주택
부산광역시,기장군,일광면 용천리,439-1,,,,,,주거용 > 단독주택 > 단독주택,0,25.32,25.32,0,0,,,1953-07-06,단독주택
부산광역시,기장군,일광면 용천리,442,,,,,,주거용 > 단독주택 > 단독주택,357,100.9,100.1,0,1,1996,1996,1997-04-11,단독주택
부산광역시,기장군,일광면 용천리,443,,,,,,주거용 > 단독주택 > 단독주택,0,124.76,124.76,0,1,,,1977,단독주택
부산광역시,기장군,일광면 용천리,486,,,,,"A,B",주거용 > 단독주택 > 단독주택,0,46.7,46.7,0,1,,,,단독주택
부산광역시,기장군,일광면 용천리,508-1,,,,,,주거용 > 단독주택 > 단독주택,244.85,137.79,216.93,0,2,1999-05-08,1999-05-13,1999-08-25,단독주택
부산광역시,기장군,기장읍 동부리,396-6,,,,,,주거용 > 단독주택 > 단독주택,150,89.55,97.135,0,2,2002-01-28,2002-01-31,2002-06-03,단독주택
부산광역시,기장군,일광면 용천리,510-1,,,,,,주거용 > 단독주택 > 단독주택,0,72.84,72.84,0,1,1988-08-23,,1990-03-05,단독주택
부산광역시,기장군,일광면 용천리,512,,,,,,주거용 > 단독주택 > 단독주택,0,71.44,71.44,0,1,,,,단독주택
부산광역시,기장군,일광면 용천리,514-2,,,,,,주거용 > 단독주택 > 단독주택,0,183.66,183.66,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 용천리,516,,,,,,주거용 > 단독주택 > 단독주택,424,136.18,136.18,0,1,1991-10-01,1991-10-05,1992-03-06,단독주택
부산광역시,기장군,일광면 용천리,683-1,,,,,,주거용 > 단독주택 > 단독주택,388.5,75.09,110.54,0,2,2001-01-12,2001-03-10,2001-11-08,단독주택
부산광역시,기장군,일광면 용천리,687,,,,,,주거용 > 단독주택 > 단독주택,0,55.62,55.62,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 용천리,689-1,,,,,,주거용 > 단독주택 > 단독주택,0,78.48,78.48,0,1,,,1964-08-06,단독주택
부산광역시,기장군,일광면 용천리,696,,,,,,주거용 > 단독주택 > 단독주택,0,58.78,58.78,0,1,,,1957-12-05,단독주택
부산광역시,기장군,일광면 용천리,698,,,,,,주거용 > 단독주택 > 단독주택,519.5,122.36,115.21,0,1,1999-04-09,1999-04-26,1999-09-01,단독주택
